CO(GT),NO2(GT),PT08.S2(NMHC),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO Class
2.5,54,1067,1922,1102,16.9,80.9,1.5472,2
1.6,71,1283,2180,1299,17.1,79.8,1.542,1
1.4,86,1156,1958,1272,18.5,70.3,1.4826,1
2.3,114,1051,1870,1206,19.6,66.7,1.5023,2
4.2,105,1063,1905,1218,20.4,63.1,1.4969,2
3,87,1178,2060,1367,21.6,61.8,1.5775,2
2.2,85,1171,2029,1290,24,49.3,1.4509,2
0.6,91,1100,1884,1175,25.7,43.8,1.4262,0
0.3,108,1065,1886,1139,24.6,47.5,1.4487,0
0.3,99,1213,2041,1293,24.8,47.4,1.4628,0
0.5,83,1351,2201,1419,23.7,50.5,1.4636,0
1.3,36,1292,2178,1326,23,53.8,1.4968,1
2.5,24,1501,2486,1517,21.5,65.8,1.6688,2
3.7,43,1289,2158,1391,21,66.9,1.6436,2
2.5,64,1169,2020,1275,20.6,68.1,1.6329,2
1.8,91,1048,1883,1168,20.5,66.9,1.5914,1
1.5,109,1088,1889,1132,20.2,65.2,1.5251,1
1.5,110,949,1764,977,19.5,68,1.5269,1
1.2,111,877,1692,942,19.9,66.4,1.5203,1
1.4,106,758,1622,804,19.1,69,1.5043,1
1.6,104,773,1641,805,18.5,70.7,1.4962,1
1.6,76,662,1556,704,18.9,67.8,1.4689,1
2.2,84,611,1529,657,20,63.7,1.4742,2
3,102,639,1538,655,19.8,64.7,1.4769,2
3,102,703,1601,751,19.7,65.3,1.4843,2
2.7,124,854,1751,885,20.8,62,1.5002,2
2.1,147,920,1777,955,22.2,56.6,1.4973,2
1.6,138,936,1791,962,24.3,49,1.4724,1
1.3,126,930,1749,957,25,46.5,1.4492,1
1.1,112,873,1669,788,28.9,34.8,1.3603,1
0.7,95,748,1560,596,29.6,33.4,1.3581,0
0.4,80,754,1523,560,30.9,30.7,1.3493,0
0.2,79,850,1645,701,31.8,31,1.4286,0
0.2,49,934,1707,811,31.4,31.2,1.4127,0
0.3,36,902,1676,724,28.9,35.7,1.3985,0
0.9,40,996,1807,864,27.2,42.5,1.5135,0
3.1,37,1142,1965,1084,26.2,46.4,1.5573,2
5,67,1042,1888,998,24.5,51,1.5454,2
2.8,106,927,1781,878,22.8,56.1,1.5353,2
2.8,134,928,1787,909,21.9,60.9,1.5799,2
2.1,123,853,1732,789,21.7,61,1.5617,2
3.1,136,868,1741,857,20.8,64.8,1.568,2
3,109,853,1756,885,20.3,70.9,1.6699,2
2.1,144,741,1664,743,18.9,79,1.704,2
1.7,154,530,1362,445,18.1,64.6,1.3276,1
2.2,126,562,1414,454,18.6,64.5,1.3655,2
3.5,98,663,1504,610,17.6,67.4,1.346,2
3.6,120,982,1796,1024,17.6,67.6,1.3479,2
4.1,145,1293,2144,1316,19,61.7,1.3393,2
4,139,1303,2180,1358,20,57.4,1.3268,2
1.8,148,1318,2108,2202,22.6,45.9,1.2418,1
1.7,139,1152,1877,1947,27.3,34.3,1.2284,1
2.4,93,1009,1697,1227,27.4,31,1.1184,2
1.2,96,1019,1720,950,26.2,33.6,1.1244,1
0.8,104,1054,1742,917,26.8,32.4,1.1263,0
0.5,83,923,1582,707,28.7,27.7,1.071,0
0.3,66,968,1565,740,28.7,25,0.9684,0
0.4,55,1014,1597,775,29.1,22.3,0.8811,0
1,37,1199,1781,1035,29,24.5,0.9655,0
3.8,40,1139,1756,1001,27.2,28.3,1.0016,2
3.2,51,1283,1899,1101,25.3,30,0.952,2
3.5,117,1134,1797,1034,24.1,34.8,1.0333,2
3.2,110,892,1611,786,23,43.1,1.1993,2
2.3,136,891,1593,844,22.1,43.9,1.1521,2
2.2,152,892,1616,866,21,48.1,1.178,2
2.1,119,919,1638,909,20.6,49.2,1.1754,2
1.9,106,799,1533,724,21.2,47.6,1.1799,1
2.4,101,740,1526,715,21,50.1,1.2338,2
2.5,110,795,1564,827,20.1,53.1,1.2342,2
3.6,124,745,1496,786,19,54,1.1745,2
3.9,137,520,1318,445,19.2,51.1,1.124,2
4.4,159,674,1459,607,19.2,53.1,1.1662,2
4.8,152,1209,2058,1213,20.6,49,1.1748,2
2.5,166,977,1667,910,21.8,41.9,1.077,2
2.8,163,812,1495,675,22.8,37.6,1.0315,2
3.2,121,798,1456,582,24.8,31.3,0.9646,2
2.6,125,853,1509,666,26,29.4,0.976,2
1.5,120,960,1577,726,27,27.8,0.9731,1
1,103,1017,1668,801,27,29.3,1.0277,0
0.8,64,905,1554,711,27,29.6,1.0419,0
0.6,44,985,1680,790,25.8,32.6,1.072,0
0.6,35,1093,1749,924,26.2,32.6,1.0892,0
0.7,46,1198,1863,1045,28.3,27.5,1.0418,0
1.2,54,1206,1867,1088,26.5,29.7,1.0123,1
1.5,68,1226,1938,1038,25.7,31.8,1.0317,1
1.3,77,1087,1769,981,24.4,35.2,1.0632,1
1.6,74,949,1615,820,23.5,36.9,1.0518,1
1.5,92,977,1652,948,22.4,41,1.1006,1
1.2,83,1088,1785,1067,21.7,44.7,1.1451,1
1.1,58,1080,1787,1070,21.1,48.1,1.1864,1
1.2,55,890,1625,877,20.7,50,1.203,1
1.3,61,948,1702,1028,19.8,53.1,1.2093,1
1.4,65,853,1604,969,19.8,53.6,1.2214,1
1.6,74,739,1525,837,19.6,54.8,1.236,1
2.1,89,757,1542,904,19.3,57.3,1.265,2
3,103,894,1702,1065,19.7,58.4,1.3254,2
2.8,128,874,1682,999,19.8,59.4,1.3554,2
3.8,122,901,1691,986,20.9,54.8,1.3387,2
3.2,125,881,1685,874,22.4,47.9,1.2817,2
4.1,119,780,1543,689,24.1,41.3,1.2202,2
2.6,126,778,1545,608,25.9,36.9,1.2133,2
2,100,900,1596,706,30.7,26,1.1287,1
0.9,94,917,1577,704,30.3,25.2,1.0652,0
0.7,52,811,1463,609,30.1,25.4,1.0641,0
0.6,64,868,1599,687,27.6,35.1,1.2764,0
0.6,46,984,1897,976,26.6,47.6,1.6315,0
1.6,88,939,1744,860,30.4,31.3,1.3331,1
2.6,104,1118,1915,1021,27.8,35,1.282,2
2.9,125,1183,1970,1079,26.6,37.9,1.2994,2
2.8,151,906,1681,826,23.4,44.4,1.2646,2
1.9,113,699,1508,558,23,51.1,1.4175,1
1.9,102,791,1588,679,22.1,53.5,1.4087,1
2.1,108,900,1681,850,21.6,53.6,1.3674,2
1.9,93,792,1574,733,21.9,52.7,1.365,1
1.6,89,702,1529,612,21.3,54.9,1.3707,1
1.6,84,840,1727,788,17.5,79.1,1.5709,1
2.1,111,859,1739,728,17.6,78.6,1.5722,2
2.4,115,773,1660,724,17.1,81.8,1.5816,2
2.8,127,615,1525,543,16.6,80.2,1.5002,2
3.4,129,659,1552,616,16.8,77.4,1.4739,2
3.4,140,776,1623,677,18.3,66.5,1.381,2
2.7,137,808,1614,723,20.4,55.8,1.3196,2
2.6,130,638,1412,529,21.6,45.3,1.1533,2
2.3,121,675,1414,528,23.1,39.4,1.0983,2
1.2,79,653,1365,491,25.4,31.6,1.0058,1
1,69,676,1374,489,26.6,29,0.9928,0
0.9,61,603,1303,450,25.9,28.8,0.9475,0
1.1,58,635,1345,451,27,28,0.981,1
0.4,58,688,1435,512,23.6,38.1,1.0917,0
0.9,70,720,1418,525,25.9,32,1.0529,0
1.8,104,757,1445,556,26.3,31.5,1.0643,1
2.2,109,807,1510,599,23.9,36.8,1.0774,2
2.4,129,838,1547,694,23.7,36.8,1.0609,2
2.3,144,882,1549,744,22.5,37.8,1.0157,2
1.6,101,858,1535,724,21.8,39.2,1.0115,1
1.4,90,879,1569,804,20.9,42.6,1.04,1
1.4,86,914,1631,862,20,45.6,1.0555,1
1,69,858,1557,811,19.3,47.9,1.059,0
1,65,703,1439,627,18.7,49,1.0462,0
1.2,73,626,1386,575,17.8,54.1,1.0938,1
1.3,73,588,1394,589,18.6,52.7,1.1206,1
1.5,78,591,1386,579,17.2,57.9,1.127,1
1.9,98,613,1413,605,18.2,54.1,1.1155,1
1.8,99,962,1705,974,17.3,57.6,1.1289,1
1.4,83,1162,1898,1132,19.9,49.4,1.1354,1
1.7,88,1428,2249,1378,21.7,44.2,1.1321,1
2.7,117,1151,1894,1160,23.5,40,1.1386,2
2.1,97,1222,1943,1213,28.4,29.7,1.1345,2
1.4,75,1119,1780,1057,31.6,24.1,1.0994,1
1,53,1042,1744,832,31.3,24.1,1.0816,0
1,45,1147,1842,983,34.4,20.4,1.0857,0
0.8,42,1180,1815,1047,33.7,21.3,1.0988,0
0.5,44,1195,1848,1078,35.9,18.9,1.0999,0
0.6,50,1155,1840,979,34.3,19.4,1.0279,0
0.6,60,1266,1910,1139,33.5,19.9,1.0112,0
1,100,1268,1896,1111,30.5,24.2,1.0386,0
1.6,111,1524,2281,1470,30.3,26.2,1.1161,1
1.9,110,1097,1827,980,27,36.7,1.2898,1
1.7,74,1011,1754,893,24.6,41.9,1.2752,1
1.1,56,937,1683,858,23.3,44.5,1.2566,1
0.8,50,919,1668,904,22.4,46.9,1.2544,0
0.7,54,846,1615,905,21.7,50.8,1.3019,0
0.7,90,720,1511,678,21,51.9,1.2794,0
1.2,109,621,1452,586,20.5,54.3,1.2926,1
1.6,110,565,1423,608,20.9,52.5,1.2852,1
1.6,103,538,1400,514,21,53.1,1.3031,1
1.7,120,640,1467,588,19.6,57.1,1.2851,1
2,134,931,1745,884,18.2,62.3,1.2903,1
2.3,137,1279,2144,1338,19.5,57.7,1.2966,2
2.4,99,1688,2746,1708,21.6,51.7,1.313,2
1.7,78,1481,2367,1681,23.9,44.4,1.3029,1
1.2,63,1268,2049,1509,28.1,35.2,1.312,1
1,41,1208,1925,1330,31.4,28.6,1.298,0
0.6,39,1171,1902,1138,33.7,25.5,1.3095,0
0.5,60,1121,1806,963,35.9,20.8,1.2103,0
0.4,54,1194,1875,1015,37.5,18.1,1.1529,0
0.5,119,1141,1793,1008,37.7,17.7,1.1383,0
0.7,159,1083,1723,898,37.8,17.4,1.1219,0
3.2,182,1334,2066,1215,36.6,20.6,1.2445,2
5.6,183,1393,2144,1334,32.5,26,1.2502,2
4.6,144,1430,2151,1380,30.8,27.2,1.1832,2
3.3,118,1341,2090,1601,28.8,30.2,1.1761,2
2.1,106,1170,1894,1376,26.7,35.4,1.2233,2
1.9,97,1011,1739,1161,25.3,40.7,1.291,1
1.9,129,902,1647,878,24.9,41.2,1.2809,1
1.6,130,984,1753,1031,23.7,45.1,1.3033,1
2,163,878,1644,847,22.5,49,1.3151,1
1.8,160,801,1609,908,22.3,50.6,1.3486,1
2.9,140,698,1517,733,22,50.5,1.3199,2
3.4,115,672,1501,751,20.8,54.4,1.3229,2
3.1,92,708,1525,799,20.3,56,1.3204,2
2.5,99,905,1675,954,20.5,54.8,1.3073,2
1.8,96,1359,2214,1425,21.7,50.6,1.2981,1
1.8,80,1705,2691,2147,23.4,46.1,1.3091,1
2,65,1224,1987,1532,25.1,43,1.3488,1
1.5,46,1276,2059,1570,30.1,32.8,1.3795,1
0.8,57,1228,1972,1380,34.7,25.9,1.4069,0
0.4,54,1257,2000,1337,37.2,23.2,1.4478,0
0.3,62,1241,1937,1308,39.5,18.3,1.2917,0
0.5,102,1116,1761,1013,40.6,15.3,1.1485,0
0.7,140,1012,1665,816,40.3,16.1,1.1896,0
3.4,121,1019,1610,836,40.3,14.2,1.0494,2
5.7,132,1340,2008,1267,39.6,16.7,1.1867,2
3.2,122,1493,2288,1649,37.3,23.4,1.4672,2
2.7,148,1445,2195,1622,33.7,27.7,1.4213,2
2.1,133,1257,2019,1349,30.7,32.2,1.3983,2
2.8,130,1154,1894,1186,28.4,35.7,1.3549,2
2.5,141,1038,1763,1026,26.5,38.6,1.3154,2
2.1,172,929,1654,817,25.4,40.1,1.2822,2
2.5,198,881,1607,662,24.1,43.3,1.2839,2
2.7,181,774,1527,552,23.9,45.6,1.3328,2
3.7,202,807,1598,775,22,52.8,1.3752,2
3.7,120,709,1498,646,20.7,56.1,1.3565,2
4.6,115,673,1488,647,20.1,57.3,1.3352,2
2.6,112,782,1607,874,19.5,59.4,1.3328,2
2.5,97,929,1711,973,20,56.6,1.3095,2
2.3,100,1292,2087,1327,21.7,53.9,1.3848,2
2.2,47,1561,2525,1626,23.7,49,1.4152,2
2.5,44,1420,2316,1640,25.9,44.3,1.4544,2
0.9,42,1208,1981,1341,30.1,34.3,1.4414,0
0.8,57,1102,1868,1113,33.5,27.2,1.3859,0
0.7,61,1157,1935,1224,35.4,26.1,1.4806,0
0.5,106,1120,1893,1095,37.9,23.2,1.502,0
0.7,136,1210,1944,1152,39.7,18.7,1.3306,0
0.9,157,1109,1789,1047,40.4,17.2,1.2774,0
2.2,171,1105,1792,982,40,18.8,1.363,2
2.8,190,1329,2054,1320,38.9,18.8,1.29,2
2.9,155,1451,2183,1541,35.8,22.1,1.2792,2
2.9,139,1440,2183,1510,33.1,25.9,1.2923,2
3,152,1393,2146,1511,30.9,28.2,1.2388,2
2.5,143,1051,1758,1078,27.5,32.6,1.176,2
2.3,168,1123,1826,1235,26.3,34.3,1.1605,2
2.1,226,1122,1813,1202,25.5,34.1,1.0968,2
1.9,207,992,1710,1103,24.7,39.3,1.2065,1
2.3,197,880,1628,1013,24.2,39.5,1.1764,2
4.2,158,681,1435,765,24.8,37.8,1.1639,2
4.9,124,620,1403,618,22.7,43.8,1.1952,2
4.9,110,623,1407,663,22,44.3,1.1553,2
3.5,112,709,1491,813,19.3,51.4,1.1364,2
2.5,102,858,1608,894,19.8,50.4,1.1525,2
2.5,77,1425,2264,1495,20.5,48.2,1.1474,2
2.6,50,1526,2397,1658,22.8,42.7,1.1667,2
2.3,40,1336,2104,1506,25.6,35.8,1.1548,2
1.5,66,1079,1774,1168,30,27.5,1.1509,1
0.9,60,1055,1734,993,34.4,21,1.1248,0
0.6,85,1087,1759,910,35.9,19.6,1.1422,0
0.6,120,1094,1769,912,37.2,18.2,1.1389,0
0.8,134,1066,1689,814,37.3,16.6,1.0435,0
0.9,149,1085,1654,1341,37.4,14.9,0.9413,0
2.4,125,1062,1668,847,36.4,15.1,0.9005,2
3.9,132,1155,1691,925,35.4,14.7,0.8323,2
2.9,114,1270,1833,1087,34.2,14.2,0.7502,2
2.7,110,1289,1863,1132,31.1,18.7,0.8302,2
2,121,1256,1851,1197,29.1,22,0.8702,1
2.4,127,1183,1731,1229,27.2,22.5,0.7962,2
2,157,1148,1683,1171,25.3,24.6,0.7796,1
1.8,169,871,1430,921,24.9,27.2,0.8429,1
1.9,179,937,1543,1008,23.5,32.2,0.922,1
1.8,149,839,1453,849,23.5,32.7,0.9349,1
2.9,111,725,1368,668,24.1,32,0.9467,2
3.3,112,666,1349,641,22.6,34.8,0.9441,2
4.4,120,716,1414,707,20.8,40.2,0.9725,2
3.4,105,810,1524,939,18.8,46.6,1.0027,2
1.9,90,791,1489,886,19.8,46,1.0524,1
2.1,87,752,1451,837,21.3,42.3,1.0625,2
2.5,54,937,1622,1005,21.3,41.8,1.0449,2
2.3,61,1088,1789,1191,24,36.6,1.0772,2
1.7,63,1119,1823,1200,27.2,30.7,1.0884,1
1.5,102,1021,1724,971,32.3,23.6,1.1271,1
0.8,149,979,1700,907,31.9,25.8,1.2023,0
0.5,147,962,1658,802,35.1,21.8,1.2093,0
0.8,158,866,1573,695,36,20.5,1.1995,0
2.6,112,924,1683,777,37,20.1,1.2423,2
4.9,108,939,1678,818,36.4,21,1.2515,2
2.9,120,897,1605,681,35.2,22.6,1.267,2
2.8,117,823,1599,631,32.5,27.6,1.3229,2
1.8,119,828,1601,641,29.1,35.1,1.3919,1
1.8,149,828,1618,683,26.9,39.7,1.3898,1
1.9,174,1022,1806,1013,26.1,42.2,1.4039,1
1.7,163,1077,1860,1151,25.5,43.8,1.4095,1
1.7,161,1091,1870,1134,24.9,45.6,1.4135,1
1.9,154,946,1729,945,25.2,45.2,1.4262,1
2.1,124,804,1620,734,25.4,45.5,1.457,2
2.4,122,677,1500,554,26.2,43.6,1.4599,2
3,119,719,1561,612,24.3,48.2,1.4476,2
2.8,131,658,1511,564,24.4,48.3,1.4499,2
1.9,84,597,1444,512,23.3,51,1.4346,1
2.1,77,543,1347,410,21.6,48.1,1.2259,2
1.8,41,526,1322,392,21.4,47.8,1.2005,1
2.5,68,520,1287,377,20.5,46.8,1.1152,2
1.1,69,562,1286,389,20.8,40.7,0.9882,1
0.7,101,622,1307,432,22.3,35.3,0.9371,0
0.7,120,620,1325,502,21.7,38.3,0.9842,0
0.4,124,632,1302,469,24.4,29.6,0.8921,0
0.7,113,579,1303,427,23.4,34.9,0.991,0
0.7,97,567,1306,406,23.5,35.2,1.0019,0
1.8,94,614,1350,430,22.4,39,1.04,1
2.3,86,628,1379,453,22,41.7,1.0865,2
1.9,70,651,1387,470,21.7,42.7,1.0949,1
1.7,70,645,1364,480,20.7,43.4,1.047,1
1.3,82,682,1378,472,20.3,42.6,1.0045,1
1.5,93,687,1388,521,20.3,44.1,1.0392,1
1.3,89,689,1403,520,20.1,45.2,1.0538,1
0.8,90,606,1337,440,19.8,45.7,1.0424,0
0.8,67,627,1351,446,19.6,45.3,1.0244,0
1.1,94,582,1311,417,19.4,45.9,1.0242,1
1.2,109,515,1261,381,19.7,44.8,1.0172,1
1.2,103,461,1235,350,19.5,46.3,1.0363,1
1.4,101,437,1227,334,19,49,1.063,1
1.1,71,448,1256,346,19.1,50.7,1.109,1
1.5,71,477,1301,380,19.1,52.7,1.1545,1
2,49,683,1483,563,20.3,49.3,1.1596,1
1.9,43,858,1584,779,21.1,46.2,1.1389,1
2.2,44,927,1665,842,21.5,44.5,1.129,2
1.1,42,825,1561,692,22.4,43.6,1.1637,1
1.1,69,858,1613,779,24.8,39.1,1.2039,1
0.8,65,786,1538,633,23.9,42.1,1.2335,0
0.6,68,776,1544,616,25.5,38.3,1.2328,0
0.6,58,787,1585,606,25.4,39.2,1.2534,0
0.6,52,698,1449,526,25.6,37,1.2006,0
0.6,46,783,1550,588,24.5,38.4,1.1669,0
1.1,40,842,1563,674,23.9,39.9,1.1639,1
1,47,1057,1820,885,24.2,39.2,1.1665,0
1,56,985,1726,879,23.5,41.2,1.1759,0
1,64,845,1583,703,22.3,44.9,1.1973,0
0.8,71,799,1531,637,21.7,46.5,1.1917,0
0.7,103,718,1471,561,22,44.9,1.1699,0
0.4,97,749,1487,612,22.2,44.1,1.1654,0
0.5,108,773,1514,621,21.8,45.6,1.1763,0
0.6,87,767,1532,702,21.6,46,1.1742,0
0.7,104,637,1400,559,21.6,45.8,1.1715,0
0.9,93,535,1335,435,20.7,48.3,1.168,0
1.6,55,503,1321,441,21,47.1,1.1546,1
1.6,49,586,1392,527,20.8,48.5,1.18,1
1.7,56,654,1450,720,20.8,49.4,1.1994,1
1.3,43,877,1651,937,19.9,51.8,1.1911,1
1.9,57,1423,2319,1482,20.9,49.3,1.2049,1
1.5,80,1424,2244,1489,23.7,39.9,1.1508,1
0.6,134,1009,1710,1015,25.3,35.8,1.1421,0
0.4,157,1046,1763,1004,28.8,29.1,1.1349,0
0.3,175,1181,1928,1129,30.3,26.9,1.1399,0
0.4,147,1171,1863,1068,32.8,23.3,1.138,0
0.7,140,1087,1745,924,33.9,21.4,1.1135,0
2,137,1057,1698,861,35.3,19.6,1.1036,1
3.9,123,1173,1808,981,34,20.8,1.0898,2
3.6,138,1198,1852,1043,35.3,18.8,1.0572,2
3.2,132,1250,1940,1124,32.6,24.1,1.1688,2
2.2,174,1202,1856,1004,30.8,28.7,1.2507,2
2.2,203,1319,2001,1190,28.7,31.2,1.2099,2
2.1,176,1157,1884,1072,26.8,35.1,1.2201,2
1.8,125,1034,1763,925,25.3,39.4,1.2524,1
2,98,983,1680,862,23.9,40.9,1.1966,1
1.8,103,993,1728,969,23,44.4,1.2354,1
3,104,956,1770,932,22.2,53.9,1.4237,2
4.3,105,853,1645,794,20.9,59.8,1.4659,2
3.5,75,709,1522,599,21.3,58.1,1.457,2
2.5,60,654,1489,614,20.8,58.4,1.4189,2
1.8,36,626,1471,625,20.3,58.9,1.3878,1
1.9,66,612,1462,595,21.3,54.5,1.3682,1
1.9,97,849,1640,886,20.6,57.4,1.3753,1
1.9,115,1265,2084,1257,21.3,56.9,1.4226,1
0.9,145,1556,2530,1561,22.9,52.4,1.4442,0
0.7,162,1145,1929,1191,24.1,46.5,1.3802,0
0.6,147,1058,1879,1061,27.1,38.8,1.3705,0
0.4,132,910,1670,751,28.4,34.4,1.314,0
0.7,179,940,1703,733,30.1,30.9,1.2958,0
1.6,174,1106,1839,906,32.7,25.8,1.2547,1
3.8,132,1119,1811,902,32.4,25.7,1.2271,2
5.1,151,1050,1748,836,33.6,24.4,1.2472,2
3.4,168,1057,1772,863,33,26,1.2877,2
2.6,192,1086,1802,824,33.2,23.7,1.1855,2
2.2,194,1070,1737,842,31.3,25.4,1.1415,2
3.4,155,1249,1986,1132,28.3,31.7,1.1968,2
3.4,159,1217,1930,1175,26.5,35,1.1981,2
1.8,125,1079,1798,1111,24.4,40,1.2079,1
2,108,1106,1840,1125,23.3,43.4,1.2251,1
2.4,110,1099,1838,1077,22.5,45.3,1.2226,2
3.8,99,1099,1854,1087,21.8,47.8,1.2325,2
4.4,95,975,1722,1014,20.9,51,1.2446,2
3.9,69,734,1501,801,20.8,51.7,1.2572,2
4,45,727,1522,802,19.3,57.1,1.2661,2
2.5,53,668,1479,753,18.8,58.6,1.2581,2
2.1,88,677,1473,696,20.2,53.8,1.2569,2
2.4,136,951,1735,996,18.3,60.8,1.2635,2
2.1,141,1388,2241,1513,20.2,54.5,1.2777,2
1.6,189,1496,2385,1598,21.9,49.9,1.2957,1
0.8,166,1353,2128,1690,25.2,43,1.3548,0
0.5,154,979,1705,1053,28,36.6,1.3603,0
0.4,149,936,1696,931,27.1,38.3,1.3548,0
0.5,142,969,1728,865,27.4,37,1.3319,0
1.3,130,954,1697,818,29.4,32.9,1.3244,1
4.1,121,971,1682,802,31.3,28.7,1.2885,2
4.1,116,958,1657,778,31.5,28.7,1.3058,2
4,177,958,1684,767,30.9,30.3,1.3306,2
2.2,233,1160,1936,1000,31.4,30.3,1.3689,2
2,223,1281,2082,1143,30.7,31.4,1.3686,1
2,184,1194,1907,1009,29,33.4,1.3169,1
2.2,165,1126,1883,1076,27.3,37.5,1.342,2
2.2,132,909,1675,830,25.8,40.9,1.3389,2
1.8,122,929,1724,853,25.2,43,1.358,1
1.8,88,1156,1983,1310,24.6,45.8,1.394,1
3.3,79,999,1751,1119,24,47.3,1.3914,2
4.3,60,813,1592,918,23.5,48.3,1.3777,2
5.3,60,658,1467,609,24,45.8,1.3467,2
4.3,74,618,1431,516,22.2,50.7,1.3405,2
3.6,62,568,1404,510,22.8,48.1,1.3184,2
2.4,115,628,1437,554,21.9,50.1,1.3002,2
2.1,119,833,1598,760,20.4,54.1,1.28,2
1.2,155,1134,1922,1170,20.8,52.6,1.2758,1
0.9,162,1522,2450,1545,22.8,47.9,1.3156,0
0.6,189,1332,2157,1508,25.2,42.9,1.3552,0
0.5,115,1146,1917,1292,29.3,34.8,1.397,0
0.6,109,1168,1949,1287,33.3,27.8,1.4013,0
0.6,108,1128,1856,1042,34.9,24.9,1.363,0
2.2,145,1069,1766,817,36.1,22.7,1.3324,2
3.2,167,1097,1810,847,37.6,21.1,1.3478,2
3,200,1069,1780,806,37.3,21.9,1.3761,2
2.7,178,1143,1840,896,37.2,21.6,1.3514,2
3.2,206,1257,1956,1069,35.6,23.4,1.341,2
1.4,192,1201,1834,945,33.1,24.3,1.2087,1
1.3,137,1318,2043,1168,30.5,29.5,1.2635,1
1.4,128,1179,1921,1065,28.7,35.8,1.3834,1
2.1,121,881,1635,672,26.6,42.2,1.4452,2
2.4,136,984,1796,842,25.2,46.6,1.4733,2
3.1,109,1109,1892,1123,24.7,47.7,1.4649,2
3.5,74,992,1731,1007,24.4,47.4,1.4301,2
5.1,40,836,1604,855,23.3,49.9,1.4135,2
4.5,61,729,1528,689,23.8,47.3,1.3783,2
2.9,83,678,1478,622,22.9,50.2,1.3808,2
2.6,129,703,1511,658,21.2,55,1.3689,2
2.7,115,651,1472,628,21.7,52.6,1.35,2
3.2,130,667,1475,659,22.8,48.9,1.3424,2
2.3,137,792,1595,799,23.5,47.6,1.3611,2
1,116,945,1697,964,24.6,44.9,1.3661,0
0.5,129,967,1774,910,27,39.9,1.402,0
0.4,117,923,1736,999,29.3,35.9,1.4411,0
0.6,138,964,1743,853,31.2,32.4,1.4517,0
1,139,972,1714,752,34.4,26.6,1.423,0
2.9,180,991,1718,778,36.1,22.1,1.3004,2
2.7,162,-200,-200,-200,-200,-200,-200,2
1.8,158,-200,-200,-200,-200,-200,-200,1
1.8,162,-200,-200,-200,-200,-200,-200,1
1.7,112,-200,-200,-200,-200,-200,-200,1
1.5,104,-200,-200,-200,-200,-200,-200,1
1.7,125,-200,-200,-200,-200,-200,-200,1
1.3,127,-200,-200,-200,-200,-200,-200,1
1.5,95,-200,-200,-200,-200,-200,-200,1
1.5,70,-200,-200,-200,-200,-200,-200,1
2.3,33,-200,-200,-200,-200,-200,-200,2
2.2,45,-200,-200,-200,-200,-200,-200,2
2.8,56,-200,-200,-200,-200,-200,-200,2
2.7,74,-200,-200,-200,-200,-200,-200,2
1.7,84,-200,-200,-200,-200,-200,-200,1
1.5,93,-200,-200,-200,-200,-200,-200,1
2.3,97,-200,-200,-200,-200,-200,-200,2
2.3,83,-200,-200,-200,-200,-200,-200,2
1.5,71,-200,-200,-200,-200,-200,-200,1
1,78,-200,-200,-200,-200,-200,-200,0
0.5,62,-200,-200,-200,-200,-200,-200,0
0.3,54,-200,-200,-200,-200,-200,-200,0
0.4,59,-200,-200,-200,-200,-200,-200,0
0.5,69,-200,-200,-200,-200,-200,-200,0
0.9,67,-200,-200,-200,-200,-200,-200,0
1.1,58,-200,-200,-200,-200,-200,-200,1
1.4,77,-200,-200,-200,-200,-200,-200,1
1.1,94,-200,-200,-200,-200,-200,-200,1
0.9,97,-200,-200,-200,-200,-200,-200,0
0.8,110,-200,-200,-200,-200,-200,-200,0
0.8,116,-200,-200,-200,-200,-200,-200,0
0.6,74,-200,-200,-200,-200,-200,-200,0
0.6,51,-200,-200,-200,-200,-200,-200,0
0.5,40,-200,-200,-200,-200,-200,-200,0
0.7,36,-200,-200,-200,-200,-200,-200,0
0.8,35,-200,-200,-200,-200,-200,-200,0
0.9,48,-200,-200,-200,-200,-200,-200,0
1.3,38,-200,-200,-200,-200,-200,-200,1
1.3,54,-200,-200,-200,-200,-200,-200,1
1.4,57,544,1367,466,18.9,55.2,1.1895,1
1.9,54,681,1463,609,18.2,57.6,1.193,1
2.3,46,911,1639,863,18.6,56,1.1865,2
1,36,1220,1910,1203,20.8,48,1.1702,0
0.5,19,1386,2138,1412,23.3,38.6,1.0919,0
1,34,1111,1753,1069,25.1,32.4,1.017,0
0.4,63,987,1597,817,27.8,25.8,0.9473,0
0.3,86,897,1480,649,29.6,21,0.8548,0
0.2,65,930,1467,598,30.2,18,0.7613,0
0.4,101,868,1454,540,30.1,18.5,0.7747,0
0.3,116,912,1504,601,29.5,19.4,0.7872,0
0.6,124,961,1564,668,31.1,18.2,0.8079,0
0.6,136,939,1492,647,30.3,19,0.8103,0
0.6,108,1064,1645,816,30.1,19.3,0.8083,0
0.5,82,1157,1787,963,28.6,22.3,0.859,0
0.4,68,1181,1813,1010,26.1,28.3,0.9407,0
0.2,22,1121,1793,967,24.5,35.7,1.0807,0
0.4,34,1027,1737,904,23.1,41.5,1.1582,0
0.6,43,959,1686,852,21.8,46.3,1.1913,0
0.9,84,875,1594,744,20.9,48.9,1.1945,0
0.7,108,831,1570,760,20.5,49.9,1.1903,0
1.2,112,715,1462,613,20,50.9,1.1794,1
